time,region,payment,weekend,category,customer
7/1/2020,Quận 10,48633000,FALSE,C29,325
7/1/2020,Quận 8,62141000,FALSE,C12,259
7/1/2020,Quận Bình Thạnh,10824000,FALSE,C21,66
7/1/2020,Quận 2,39218000,FALSE,C15,68
7/1/2020,Quận Tân Phú,64218000,FALSE,C20,257
7/1/2020,Quận 11,28282000,FALSE,C41,269
7/1/2020,Quận 11,99311000,FALSE,C3,95
7/1/2020,Quận 4,9761000,FALSE,C26,444
7/1/2020,Quận 4,77885000,FALSE,C17,459
7/1/2020,Quận Phú Nhuận,22115000,FALSE,C47,215
7/1/2020,Quận 4,2109000,FALSE,C13,406
7/1/2020,Quận 4,51787000,FALSE,C10,326
7/1/2020,Quận Phú Nhuận,23005000,FALSE,C49,487
7/1/2020,Quận 5,78514000,FALSE,C6,397
7/2/2020,Quận Tân Bình,80337000,FALSE,C3,100
7/2/2020,Quận 2,14994000,FALSE,C8,82
7/2/2020,Quận Gò Vấp,87743000,FALSE,C40,403
7/2/2020,Quận 5,86593000,FALSE,C42,471
7/2/2020,Quận 6,31062000,FALSE,C7,422
7/2/2020,Quận 3,8404000,FALSE,C27,456
7/2/2020,Quận Phú Nhuận,83681000,FALSE,C27,386
7/2/2020,Quận 2,92686000,FALSE,C30,113
7/2/2020,Quận 3,995000,FALSE,C43,100
7/2/2020,Quận 12,71651000,FALSE,C39,210
7/2/2020,Quận 11,87304000,FALSE,C3,341
7/2/2020,Quận 2,19352000,FALSE,C3,323
7/2/2020,Quận 2,93686000,FALSE,C37,361
7/3/2020,Quận 10,28457000,FALSE,C42,74
7/3/2020,Quận 9,75074000,FALSE,C14,280
7/3/2020,Quận 6,81186000,FALSE,C29,35
7/3/2020,Quận 9,430000,FALSE,C19,209
7/3/2020,Quận 5,9339000,FALSE,C3,403
7/3/2020,Quận Bình Thạnh,98297000,FALSE,C1,143
7/3/2020,Quận 12,34747000,FALSE,C33,452
7/3/2020,Quận 10,16239000,FALSE,C15,178
7/3/2020,Quận 7,58958000,FALSE,C38,140
7/3/2020,Quận Tân Phú,43420000,FALSE,C29,37
7/3/2020,Quận 11,89741000,FALSE,C44,261
7/3/2020,Quận 12,55208000,FALSE,C7,95
7/3/2020,Quận 8,99796000,FALSE,C21,303
7/4/2020,Quận 3,71216000,TRUE,C1,484
7/4/2020,Quận Tân Bình,64403000,TRUE,C10,459
7/4/2020,Quận 7,5474000,TRUE,C38,307
7/4/2020,Quận 6,98262000,TRUE,C43,82
7/4/2020,Quận 10,47151000,TRUE,C29,381
7/4/2020,Quận Thủ Đức,43906000,TRUE,C42,250
7/4/2020,Quận 5,79616000,TRUE,C16,150
7/4/2020,Quận 6,26901000,TRUE,C17,39
7/5/2020,Quận Gò Vấp,50437000,TRUE,C4,262
7/5/2020,Quận Gò Vấp,44455000,TRUE,C26,323
7/5/2020,Quận Tân Bình,26070000,TRUE,C38,133
7/5/2020,Quận 1,34563000,TRUE,C6,73
7/5/2020,Quận Bình Thạnh,19130000,TRUE,C9,116
7/5/2020,Quận Tân Bình,4891000,TRUE,C27,75
7/5/2020,Quận 1,97952000,TRUE,C11,167
7/5/2020,Quận 9,52068000,TRUE,C14,308
7/5/2020,Quận 1,52993000,TRUE,C10,494
7/5/2020,Quận 9,4513000,TRUE,C27,66
7/5/2020,Quận Tân Phú,328000,TRUE,C15,51
7/5/2020,Quận 2,62864000,TRUE,C1,149
7/5/2020,Quận 11,26011000,TRUE,C43,458
7/6/2020,Quận Tân Phú,17462000,FALSE,C2,307
7/6/2020,Quận Tân Phú,73076000,FALSE,C35,461
7/6/2020,Quận 4,82924000,FALSE,C44,431
7/6/2020,Quận 6,20686000,FALSE,C6,428
7/6/2020,Quận Gò Vấp,41344000,FALSE,C41,220
7/6/2020,Quận 6,58786000,FALSE,C31,61
7/6/2020,Quận Tân Bình,43351000,FALSE,C16,396
7/6/2020,Quận Bình Thạnh,60357000,FALSE,C16,184
7/6/2020,Quận 1,18785000,FALSE,C10,134
7/6/2020,Quận 12,71750000,FALSE,C23,304
7/6/2020,Quận Tân Bình,27720000,FALSE,C45,139
7/6/2020,Quận 1,21181000,FALSE,C14,31
7/6/2020,Quận Tân Phú,17368000,FALSE,C33,478
7/7/2020,Quận 4,24172000,FALSE,C40,264
7/7/2020,Quận 11,13980000,FALSE,C11,203
7/7/2020,Quận 1,67059000,FALSE,C29,18
7/7/2020,Quận Bình Thạnh,30821000,FALSE,C17,79
7/7/2020,Quận 8,20785000,FALSE,C42,348
7/7/2020,Quận 8,8227000,FALSE,C1,53
7/7/2020,Quận Tân Phú,22436000,FALSE,C13,25
7/7/2020,Quận 12,61301000,FALSE,C10,450
7/7/2020,Quận Bình Tân,19215000,FALSE,C7,144
7/7/2020,Quận Phú Nhuận,70368000,FALSE,C28,262
7/7/2020,Quận 6,40478000,FALSE,C18,233
7/7/2020,Quận 10,16504000,FALSE,C27,343
7/7/2020,Quận 2,86997000,FALSE,C24,189
7/7/2020,Quận Thủ Đức,89123000,FALSE,C18,128
7/7/2020,Quận Gò Vấp,926000,FALSE,C36,39
7/7/2020,Quận 1,30052000,FALSE,C24,363
7/7/2020,Quận 5,68164000,FALSE,C29,28
7/8/2020,Quận Tân Phú,60785000,FALSE,C28,131
7/8/2020,Quận 10,69134000,FALSE,C16,265
7/8/2020,Quận 2,78790000,FALSE,C21,97
7/8/2020,Quận 10,97796000,FALSE,C19,495
7/8/2020,Quận Tân Bình,54342000,FALSE,C27,284
7/8/2020,Quận 7,86652000,FALSE,C16,471
7/8/2020,Quận Thủ Đức,10019000,FALSE,C36,277
7/8/2020,Quận 3,7817000,FALSE,C37,21
7/8/2020,Quận 6,47605000,FALSE,C5,357
7/8/2020,Quận Tân Bình,87297000,FALSE,C49,129
7/8/2020,Quận Tân Phú,98434000,FALSE,C28,31
7/8/2020,Quận 3,90685000,FALSE,C29,84
7/8/2020,Quận 2,10448000,FALSE,C41,320
7/8/2020,Quận 6,31047000,FALSE,C40,37
7/8/2020,Quận Phú Nhuận,99771000,FALSE,C27,433
7/8/2020,Quận 5,52737000,FALSE,C41,498
7/9/2020,Quận Bình Thạnh,40105000,FALSE,C39,118
7/9/2020,Quận 10,57041000,FALSE,C12,138
7/9/2020,Quận 2,7579000,FALSE,C33,409
7/9/2020,Quận 8,9206000,FALSE,C46,89
7/9/2020,Quận 3,99954000,FALSE,C9,120
7/9/2020,Quận Gò Vấp,65417000,FALSE,C47,162
7/9/2020,Quận Phú Nhuận,51369000,FALSE,C17,202
7/9/2020,Quận 7,56839000,FALSE,C47,350
7/9/2020,Quận Thủ Đức,23957000,FALSE,C45,343
7/9/2020,Quận Gò Vấp,16835000,FALSE,C47,432
7/9/2020,Quận 5,24431000,FALSE,C23,271
7/9/2020,Quận Tân Phú,69931000,FALSE,C13,357
7/9/2020,Quận Bình Tân,98385000,FALSE,C6,55
7/9/2020,Quận Bình Tân,6233000,FALSE,C40,33
7/10/2020,Quận Bình Tân,9168000,FALSE,C6,417
7/10/2020,Quận Phú Nhuận,99955000,FALSE,C14,321
7/10/2020,Quận 4,41894000,FALSE,C31,113
7/10/2020,Quận 7,57212000,FALSE,C3,480
7/10/2020,Quận 4,32834000,FALSE,C3,71
7/10/2020,Quận Bình Tân,95400000,FALSE,C46,356
7/10/2020,Quận 9,93397000,FALSE,C25,400
7/10/2020,Quận 10,87545000,FALSE,C47,357
7/10/2020,Quận 4,25461000,FALSE,C43,487
7/10/2020,Quận 8,16824000,FALSE,C38,395
7/10/2020,Quận 8,70709000,FALSE,C8,442
7/10/2020,Quận 12,39795000,FALSE,C42,283
7/10/2020,Quận 3,78055000,FALSE,C40,133
7/10/2020,Quận 8,42971000,FALSE,C6,287
7/10/2020,Quận Gò Vấp,6949000,FALSE,C16,49
7/10/2020,Quận 6,46274000,FALSE,C21,106
7/10/2020,Quận 10,56133000,FALSE,C38,397
7/11/2020,Quận 10,68364000,TRUE,C34,99
7/11/2020,Quận 7,68946000,TRUE,C19,303
7/11/2020,Quận 7,13869000,TRUE,C25,39
7/11/2020,Quận 9,28372000,TRUE,C28,290
7/11/2020,Quận Tân Phú,14429000,TRUE,C8,312
7/11/2020,Quận 6,12184000,TRUE,C10,273
7/11/2020,Quận Bình Thạnh,55112000,TRUE,C23,104
7/11/2020,Quận Bình Thạnh,69100000,TRUE,C38,290
7/12/2020,Quận 7,81473000,TRUE,C28,175
7/12/2020,Quận Bình Thạnh,56446000,TRUE,C10,245
7/12/2020,Quận 9,10411000,TRUE,C30,275
7/12/2020,Quận 8,67983000,TRUE,C40,117
7/12/2020,Quận 7,60016000,TRUE,C27,428
7/12/2020,Quận Gò Vấp,28939000,TRUE,C15,48
7/12/2020,Quận 3,45116000,TRUE,C18,353
7/12/2020,Quận 6,23665000,TRUE,C47,263
7/12/2020,Quận 9,37872000,TRUE,C20,344
7/12/2020,Quận Tân Phú,26547000,TRUE,C23,391
7/12/2020,Quận 5,18529000,TRUE,C7,235
7/12/2020,Quận 12,37297000,TRUE,C41,499
7/12/2020,Quận 3,48209000,TRUE,C6,371
7/12/2020,Quận 10,24284000,TRUE,C33,123
7/12/2020,Quận Tân Bình,73551000,TRUE,C31,316
7/12/2020,Quận 12,94850000,TRUE,C5,141
7/12/2020,Quận Gò Vấp,74258000,TRUE,C11,64
7/13/2020,Quận 6,12488000,FALSE,C42,284
7/13/2020,Quận 4,39192000,FALSE,C20,5
7/13/2020,Quận 10,16718000,FALSE,C34,6
7/13/2020,Quận Tân Bình,11124000,FALSE,C26,237
7/13/2020,Quận Tân Bình,25499000,FALSE,C34,127
7/13/2020,Quận 6,47564000,FALSE,C27,450
7/13/2020,Quận 7,71683000,FALSE,C14,15
7/13/2020,Quận 6,70694000,FALSE,C4,67
7/13/2020,Quận 4,60247000,FALSE,C48,41
7/13/2020,Quận 7,49451000,FALSE,C41,107
7/13/2020,Quận 7,29792000,FALSE,C23,398
7/13/2020,Quận 4,29595000,FALSE,C22,467
7/13/2020,Quận Gò Vấp,94503000,FALSE,C48,469
7/13/2020,Quận Bình Thạnh,92249000,FALSE,C28,273
7/13/2020,Quận Tân Phú,4297000,FALSE,C11,228
7/13/2020,Quận Tân Phú,63796000,FALSE,C13,409
7/13/2020,Quận Tân Bình,38726000,FALSE,C2,326
7/13/2020,Quận Phú Nhuận,67313000,FALSE,C36,213
7/14/2020,Quận Bình Thạnh,9307000,FALSE,C5,44
7/14/2020,Quận 2,84504000,FALSE,C37,222
7/14/2020,Quận 1,77304000,FALSE,C26,239
7/14/2020,Quận 12,65400000,FALSE,C15,461
7/14/2020,Quận 12,28267000,FALSE,C21,272
7/14/2020,Quận 8,36818000,FALSE,C25,174
7/14/2020,Quận 7,74666000,FALSE,C9,365
7/14/2020,Quận 12,70385000,FALSE,C8,206
7/14/2020,Quận 9,13944000,FALSE,C8,175
7/14/2020,Quận Phú Nhuận,27302000,FALSE,C35,41
7/14/2020,Quận 11,7606000,FALSE,C35,44
7/14/2020,Quận Tân Phú,73265000,FALSE,C14,387
7/14/2020,Quận 3,4748000,FALSE,C31,180
7/14/2020,Quận 10,71324000,FALSE,C24,61
7/14/2020,Quận Thủ Đức,83446000,FALSE,C46,418
7/14/2020,Quận Bình Tân,83548000,FALSE,C34,67
7/14/2020,Quận 1,15312000,FALSE,C32,7
7/14/2020,Quận Tân Bình,51635000,FALSE,C2,476
7/14/2020,Quận 6,39278000,FALSE,C16,126
7/14/2020,Quận Bình Tân,51395000,FALSE,C8,45
7/15/2020,Quận 10,9354000,FALSE,C43,199
7/15/2020,Quận 3,21198000,FALSE,C12,61
7/15/2020,Quận 12,45440000,FALSE,C16,416
7/15/2020,Quận 7,45750000,FALSE,C7,331
7/15/2020,Quận 1,13113000,FALSE,C9,483
7/15/2020,Quận Gò Vấp,42850000,FALSE,C42,37
7/15/2020,Quận 4,92346000,FALSE,C20,44
7/15/2020,Quận 12,58353000,FALSE,C21,330
7/15/2020,Quận 9,96890000,FALSE,C7,373
7/15/2020,Quận 6,22718000,FALSE,C4,37
7/15/2020,Quận Phú Nhuận,58478000,FALSE,C49,146
7/15/2020,Quận 1,19667000,FALSE,C49,312
7/16/2020,Quận 7,15739000,FALSE,C5,405
7/16/2020,Quận Tân Phú,27357000,FALSE,C20,220
7/16/2020,Quận 10,24560000,FALSE,C23,12
7/16/2020,Quận Tân Phú,46768000,FALSE,C5,32
7/16/2020,Quận Thủ Đức,39861000,FALSE,C8,330
7/16/2020,Quận 11,40271000,FALSE,C29,169
7/16/2020,Quận Tân Phú,91492000,FALSE,C36,347
7/16/2020,Quận Gò Vấp,55248000,FALSE,C35,482
7/16/2020,Quận Bình Thạnh,88271000,FALSE,C40,311
7/16/2020,Quận Gò Vấp,22650000,FALSE,C15,304
7/16/2020,Quận 4,27649000,FALSE,C13,227
7/16/2020,Quận Tân Bình,6391000,FALSE,C16,499
7/16/2020,Quận 1,18657000,FALSE,C31,236
7/16/2020,Quận 7,1158000,FALSE,C32,429
7/17/2020,Quận Tân Phú,57398000,FALSE,C49,200
7/17/2020,Quận 6,68118000,FALSE,C17,368
7/17/2020,Quận Gò Vấp,2405000,FALSE,C45,58
7/17/2020,Quận 3,47349000,FALSE,C32,193
7/17/2020,Quận Tân Phú,7723000,FALSE,C19,337
7/17/2020,Quận Thủ Đức,50867000,FALSE,C43,87
7/17/2020,Quận 10,12779000,FALSE,C48,289
7/17/2020,Quận 7,77904000,FALSE,C16,406
7/17/2020,Quận 10,15880000,FALSE,C4,472
7/17/2020,Quận 3,62488000,FALSE,C10,494
7/17/2020,Quận Tân Phú,22102000,FALSE,C35,239
7/17/2020,Quận 11,15230000,FALSE,C11,454
7/17/2020,Quận 1,78076000,FALSE,C4,33
7/18/2020,Quận 11,1968000,TRUE,C11,376
7/18/2020,Quận Phú Nhuận,9377000,TRUE,C7,309
7/18/2020,Quận Tân Phú,24101000,TRUE,C15,459
7/18/2020,Quận 11,16849000,TRUE,C32,219
7/18/2020,Quận 1,80337000,TRUE,C30,43
7/18/2020,Quận 4,44853000,TRUE,C13,274
7/18/2020,Quận Phú Nhuận,62695000,TRUE,C24,158
7/18/2020,Quận Thủ Đức,65435000,TRUE,C30,265
7/18/2020,Quận 1,54639000,TRUE,C41,329
7/18/2020,Quận Tân Bình,54615000,TRUE,C22,331
7/18/2020,Quận Bình Tân,48346000,TRUE,C48,320
7/18/2020,Quận 1,28825000,TRUE,C42,170
7/18/2020,Quận 8,45057000,TRUE,C42,32
7/18/2020,Quận 8,51055000,TRUE,C8,320
7/18/2020,Quận Gò Vấp,18045000,TRUE,C35,491
7/18/2020,Quận 2,51500000,TRUE,C39,225
7/18/2020,Quận Phú Nhuận,14914000,TRUE,C15,217
7/18/2020,Quận Gò Vấp,65662000,TRUE,C39,429
7/19/2020,Quận 12,48700000,TRUE,C19,338
7/19/2020,Quận 2,54944000,TRUE,C42,288
7/19/2020,Quận 5,16076000,TRUE,C36,423
7/19/2020,Quận 11,4015000,TRUE,C31,356
7/19/2020,Quận Phú Nhuận,33219000,TRUE,C17,195
7/19/2020,Quận 5,96885000,TRUE,C24,41
7/19/2020,Quận Thủ Đức,44548000,TRUE,C23,467
7/19/2020,Quận 7,8510000,TRUE,C23,191
7/20/2020,Quận Phú Nhuận,80246000,FALSE,C18,111
7/20/2020,Quận 6,53036000,FALSE,C4,405
7/20/2020,Quận Phú Nhuận,54208000,FALSE,C25,480
7/20/2020,Quận 5,71534000,FALSE,C46,403
7/20/2020,Quận 6,61442000,FALSE,C2,177
7/20/2020,Quận 1,82580000,FALSE,C17,466
7/20/2020,Quận 12,95399000,FALSE,C31,192
7/20/2020,Quận Thủ Đức,53671000,FALSE,C31,358
7/20/2020,Quận 8,90433000,FALSE,C4,173
7/20/2020,Quận 9,95861000,FALSE,C33,265
7/21/2020,Quận 7,4645000,FALSE,C2,378
7/21/2020,Quận 3,70466000,FALSE,C34,280
7/21/2020,Quận Tân Bình,10119000,FALSE,C28,351
7/21/2020,Quận 10,84094000,FALSE,C13,310
7/21/2020,Quận Tân Phú,5387000,FALSE,C1,304
7/21/2020,Quận 4,58506000,FALSE,C14,45
7/21/2020,Quận 7,20455000,FALSE,C24,458
7/21/2020,Quận Tân Bình,55431000,FALSE,C41,486
7/21/2020,Quận 2,30216000,FALSE,C10,375
7/22/2020,Quận 9,45800000,FALSE,C30,271
7/22/2020,Quận 4,83205000,FALSE,C18,283
7/22/2020,Quận Bình Thạnh,24408000,FALSE,C40,398
7/22/2020,Quận 3,67005000,FALSE,C31,16
7/22/2020,Quận 11,51840000,FALSE,C19,117
7/22/2020,Quận 1,19558000,FALSE,C37,374
7/22/2020,Quận Phú Nhuận,95102000,FALSE,C8,335
7/22/2020,Quận 4,35219000,FALSE,C46,242
7/22/2020,Quận 12,60721000,FALSE,C8,297
7/22/2020,Quận Bình Tân,57290000,FALSE,C14,86
7/22/2020,Quận 9,53214000,FALSE,C47,62
7/23/2020,Quận Thủ Đức,48812000,FALSE,C19,432
7/23/2020,Quận 6,71440000,FALSE,C32,178
7/23/2020,Quận 5,67202000,FALSE,C16,244
7/23/2020,Quận Thủ Đức,44563000,FALSE,C45,180
7/23/2020,Quận Phú Nhuận,94391000,FALSE,C5,210
7/23/2020,Quận 9,59124000,FALSE,C9,308
7/23/2020,Quận Bình Tân,88380000,FALSE,C31,10
7/23/2020,Quận 8,7173000,FALSE,C10,289
7/23/2020,Quận 2,75135000,FALSE,C29,58
7/23/2020,Quận 6,31752000,FALSE,C7,147
7/23/2020,Quận Phú Nhuận,99804000,FALSE,C37,278
7/23/2020,Quận Bình Thạnh,62380000,FALSE,C14,50
7/23/2020,Quận 4,67938000,FALSE,C36,446
7/24/2020,Quận 6,55016000,FALSE,C48,421
7/24/2020,Quận Thủ Đức,20726000,FALSE,C11,281
7/24/2020,Quận Tân Bình,320000,FALSE,C3,486
7/24/2020,Quận 11,80055000,FALSE,C2,8
7/24/2020,Quận 10,1574000,FALSE,C12,13
7/24/2020,Quận 8,33226000,FALSE,C34,150
7/24/2020,Quận 9,89520000,FALSE,C26,244
7/24/2020,Quận 4,98806000,FALSE,C33,256
7/24/2020,Quận 10,21602000,FALSE,C14,288
7/24/2020,Quận 7,93023000,FALSE,C2,84
7/24/2020,Quận Tân Bình,73685000,FALSE,C21,411
7/24/2020,Quận 10,31043000,FALSE,C39,188
7/24/2020,Quận 7,51658000,FALSE,C19,131
7/24/2020,Quận Tân Phú,71828000,FALSE,C41,236
7/25/2020,Quận 6,41737000,TRUE,C27,125
7/25/2020,Quận 6,93618000,TRUE,C49,65
7/25/2020,Quận 2,33533000,TRUE,C30,107
7/25/2020,Quận 3,39619000,TRUE,C9,433
7/25/2020,Quận Phú Nhuận,61757000,TRUE,C14,450
7/25/2020,Quận 3,90926000,TRUE,C1,147
7/25/2020,Quận 11,32450000,TRUE,C4,238
7/25/2020,Quận 3,3513000,TRUE,C9,263
7/25/2020,Quận 5,54117000,TRUE,C33,329
7/25/2020,Quận 5,58524000,TRUE,C20,15
7/25/2020,Quận 9,63769000,TRUE,C23,487
7/25/2020,Quận 3,42304000,TRUE,C2,307
7/25/2020,Quận 2,24620000,TRUE,C43,162
7/25/2020,Quận 3,39258000,TRUE,C24,142
7/25/2020,Quận Gò Vấp,90893000,TRUE,C9,312
7/26/2020,Quận 8,17217000,TRUE,C6,160
7/26/2020,Quận Phú Nhuận,97854000,TRUE,C18,59
7/26/2020,Quận 1,97056000,TRUE,C32,97
7/26/2020,Quận Tân Phú,65023000,TRUE,C36,139
7/26/2020,Quận 12,61446000,TRUE,C16,248
7/26/2020,Quận Phú Nhuận,60450000,TRUE,C13,3
7/26/2020,Quận 1,46083000,TRUE,C37,366
7/26/2020,Quận Bình Thạnh,99581000,TRUE,C41,102
7/26/2020,Quận 4,97060000,TRUE,C32,475
7/26/2020,Quận Gò Vấp,68106000,TRUE,C45,195
7/26/2020,Quận 11,2414000,TRUE,C31,488
7/27/2020,Quận Bình Thạnh,51893000,FALSE,C39,417
7/27/2020,Quận 10,51742000,FALSE,C22,289
7/27/2020,Quận Gò Vấp,91697000,FALSE,C38,445
7/27/2020,Quận 7,44857000,FALSE,C33,491
7/27/2020,Quận Tân Bình,91086000,FALSE,C17,134
7/27/2020,Quận Phú Nhuận,76484000,FALSE,C49,250
7/27/2020,Quận 9,12362000,FALSE,C41,124
7/27/2020,Quận 6,63619000,FALSE,C37,200
7/27/2020,Quận 6,66531000,FALSE,C9,103
7/27/2020,Quận 3,6779000,FALSE,C40,113
7/27/2020,Quận Tân Bình,62032000,FALSE,C47,399
7/27/2020,Quận Tân Phú,50736000,FALSE,C12,483
7/27/2020,Quận Phú Nhuận,24187000,FALSE,C2,454
7/27/2020,Quận 12,4836000,FALSE,C37,280
7/27/2020,Quận 3,23421000,FALSE,C6,487
7/27/2020,Quận Tân Bình,61920000,FALSE,C6,201
7/27/2020,Quận Bình Thạnh,17229000,FALSE,C30,301
7/27/2020,Quận Tân Bình,72329000,FALSE,C31,167
7/28/2020,Quận Bình Tân,66266000,FALSE,C19,372
7/28/2020,Quận 7,5718000,FALSE,C41,170
7/28/2020,Quận 5,23789000,FALSE,C42,267
7/28/2020,Quận 4,9059000,FALSE,C48,469
7/28/2020,Quận Tân Bình,73203000,FALSE,C30,476
7/28/2020,Quận 10,21796000,FALSE,C45,77
7/28/2020,Quận Tân Bình,93524000,FALSE,C9,472
7/28/2020,Quận Phú Nhuận,25878000,FALSE,C35,198
7/28/2020,Quận Gò Vấp,12067000,FALSE,C36,284
7/28/2020,Quận 5,15230000,FALSE,C14,476
7/28/2020,Quận 3,59784000,FALSE,C37,211
7/28/2020,Quận Gò Vấp,7433000,FALSE,C45,428
7/28/2020,Quận 1,20532000,FALSE,C44,316
7/28/2020,Quận 7,55396000,FALSE,C18,75
7/29/2020,Quận 8,14817000,FALSE,C38,489
7/29/2020,Quận Bình Thạnh,5298000,FALSE,C15,125
7/29/2020,Quận Tân Phú,83814000,FALSE,C36,349
7/29/2020,Quận Tân Phú,89157000,FALSE,C10,319
7/29/2020,Quận Gò Vấp,42840000,FALSE,C29,456
7/29/2020,Quận Gò Vấp,18299000,FALSE,C38,421
7/29/2020,Quận 3,36659000,FALSE,C36,298
7/29/2020,Quận Phú Nhuận,43015000,FALSE,C22,485
7/29/2020,Quận Tân Bình,99460000,FALSE,C26,82
7/29/2020,Quận 4,68868000,FALSE,C4,224
7/29/2020,Quận 8,36145000,FALSE,C10,69
7/29/2020,Quận 4,89838000,FALSE,C17,106
7/29/2020,Quận Tân Bình,51037000,FALSE,C22,399
7/29/2020,Quận Bình Thạnh,13192000,FALSE,C7,3
7/29/2020,Quận 10,22796000,FALSE,C25,380
7/29/2020,Quận Tân Phú,70867000,FALSE,C45,332
7/29/2020,Quận 6,98723000,FALSE,C36,51
7/30/2020,Quận Tân Phú,77078000,FALSE,C7,393
7/30/2020,Quận 6,193000,FALSE,C23,212
7/30/2020,Quận 7,12213000,FALSE,C16,157
7/30/2020,Quận 11,92577000,FALSE,C36,160
7/30/2020,Quận 9,27493000,FALSE,C32,99
7/30/2020,Quận 10,79189000,FALSE,C7,332
7/30/2020,Quận 1,91288000,FALSE,C35,151
7/30/2020,Quận 5,2374000,FALSE,C6,272
7/30/2020,Quận 8,49560000,FALSE,C46,280
7/30/2020,Quận 12,15225000,FALSE,C23,360
7/30/2020,Quận Bình Thạnh,3019000,FALSE,C2,377
7/30/2020,Quận 2,8437000,FALSE,C42,199
7/30/2020,Quận 9,67603000,FALSE,C5,172
7/30/2020,Quận 5,80812000,FALSE,C6,160
7/30/2020,Quận 6,19246000,FALSE,C10,67
7/31/2020,Quận Tân Phú,83254000,FALSE,C34,165
7/31/2020,Quận 12,12890000,FALSE,C29,175
7/31/2020,Quận 12,39563000,FALSE,C33,444
7/31/2020,Quận Bình Thạnh,54303000,FALSE,C31,375
7/31/2020,Quận 12,82844000,FALSE,C32,101
7/31/2020,Quận Bình Tân,31384000,FALSE,C44,167
7/31/2020,Quận 7,5691000,FALSE,C20,336
7/31/2020,Quận Bình Thạnh,45296000,FALSE,C26,237
7/31/2020,Quận 6,20475000,FALSE,C19,414
7/31/2020,Quận Bình Tân,16552000,FALSE,C8,424
7/31/2020,Quận 7,97744000,FALSE,C39,120
7/31/2020,Quận Phú Nhuận,19581000,FALSE,C42,117
7/31/2020,Quận 5,65474000,FALSE,C41,17
7/31/2020,Quận 4,39620000,FALSE,C19,498
7/31/2020,Quận Bình Thạnh,38580000,FALSE,C13,190
7/31/2020,Quận 2,44588000,FALSE,C31,270
7/31/2020,Quận 12,93417000,FALSE,C25,202
7/31/2020,Quận 7,5102000,FALSE,C6,78
8/1/2020,Quận 6,77514000,TRUE,C45,99
8/1/2020,Quận 9,88052000,TRUE,C23,180
8/1/2020,Quận Tân Bình,3869000,TRUE,C40,341
8/1/2020,Quận 3,61126000,TRUE,C17,186
8/1/2020,Quận 3,833000,TRUE,C14,271
8/1/2020,Quận 11,76272000,TRUE,C22,485
8/1/2020,Quận 1,18725000,TRUE,C27,349
8/1/2020,Quận 7,18547000,TRUE,C24,135
8/1/2020,Quận Tân Phú,75247000,TRUE,C35,162
8/2/2020,Quận Thủ Đức,12513000,TRUE,C26,41
8/2/2020,Quận 6,7480000,TRUE,C49,389
8/2/2020,Quận Phú Nhuận,2399000,TRUE,C24,206
8/2/2020,Quận Bình Thạnh,59740000,TRUE,C6,81
8/2/2020,Quận 8,99574000,TRUE,C45,58
8/2/2020,Quận 4,75663000,TRUE,C20,460
8/2/2020,Quận 3,83313000,TRUE,C23,186
8/2/2020,Quận 5,86687000,TRUE,C8,245
8/2/2020,Quận Tân Phú,63954000,TRUE,C25,101
8/2/2020,Quận Bình Thạnh,91279000,TRUE,C11,407
8/2/2020,Quận 3,53757000,TRUE,C19,268
8/2/2020,Quận Thủ Đức,8054000,TRUE,C26,459
8/2/2020,Quận 12,38998000,TRUE,C36,138
8/2/2020,Quận 7,60486000,TRUE,C34,384
8/2/2020,Quận 11,705000,TRUE,C25,92
8/2/2020,Quận Tân Phú,48995000,TRUE,C15,367
8/2/2020,Quận 3,31850000,TRUE,C28,294
8/2/2020,Quận Bình Thạnh,84283000,TRUE,C3,370
8/2/2020,Quận 11,9520000,TRUE,C5,120
8/2/2020,Quận 3,56517000,TRUE,C8,233
8/2/2020,Quận 2,79224000,TRUE,C7,9
8/3/2020,Quận 3,17681000,FALSE,C12,292
8/3/2020,Quận 12,16736000,FALSE,C31,228
8/3/2020,Quận 11,69691000,FALSE,C25,168
8/3/2020,Quận Bình Tân,24761000,FALSE,C20,366
8/3/2020,Quận Bình Thạnh,95307000,FALSE,C14,194
8/3/2020,Quận Tân Bình,40808000,FALSE,C39,218
8/3/2020,Quận 6,19932000,FALSE,C15,254
8/3/2020,Quận Bình Thạnh,57225000,FALSE,C48,494
8/3/2020,Quận 5,51578000,FALSE,C21,352
8/3/2020,Quận 3,6672000,FALSE,C29,480
8/3/2020,Quận 9,99342000,FALSE,C45,93
8/3/2020,Quận 7,99836000,FALSE,C36,378
8/3/2020,Quận 7,94238000,FALSE,C45,263
8/3/2020,Quận 10,72250000,FALSE,C1,74
8/3/2020,Quận 1,19154000,FALSE,C19,301
8/3/2020,Quận 1,21689000,FALSE,C8,460
8/4/2020,Quận 8,11671000,FALSE,C4,82
8/4/2020,Quận 4,34705000,FALSE,C6,361
8/4/2020,Quận 4,51771000,FALSE,C39,350
8/4/2020,Quận 2,46773000,FALSE,C31,61
8/4/2020,Quận 9,73044000,FALSE,C12,475
8/4/2020,Quận 6,98418000,FALSE,C24,295
8/4/2020,Quận Tân Bình,56273000,FALSE,C16,289
8/4/2020,Quận 5,29301000,FALSE,C29,357
8/4/2020,Quận 4,83849000,FALSE,C46,390
